id,question_text_nl,question_text_en,placeholder_nl,placeholder_en,help_text_nl,help_text_en
q-laadpaal-2601-2,Wat voor type laadpaal wil je?,What type of laadpaal wil je?,,,,
q-laadpaal-2601-3,Moet de laadpaal met backoffice/app verbonden zijn?,Should the laadpaal met backoffice/app verbonden zijn?,,,,
q-laadpaal-2602-1,Waarom wil je de laadpaal vervangen?,Why do you want to de laadpaal replace?,,,,
q-laadpaal-2602-2,Wat voor nieuwe laadpaal wil je?,What kind of nieuwe laadpaal wil je?,,,,
q-laadpaal-2602-3,Moet de oude laadpaal verwijderd worden?,Should the old laadpaal verwijderd worden?,,,,
q-laadpaal-2603-1,Wat is het probleem?,Wat is het probleem?,,,,
q-laadpaal-2603-2,Hoe oud is de laadpaal ongeveer?,Hoe oud is de laadpaal approximately?,,,,
q-laadpaal-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-loodgieter-2701-1,Wat moet er geïnstalleerd worden?,Wat moet er geïnstalleerd worden?,,,,
q-loodgieter-2701-2,Voor welk type gebouw?,Voor welk type gebouw?,,,,
q-loodgieter-2701-3,Moet de loodgieter ook materiaal leveren?,Should the loodgieter ook materiaal leveren?,,,,
q-loodgieter-2702-1,Wat is het probleem?,Wat is het probleem?,,,,
q-loodgieter-2702-2,Waar bevindt het probleem zich?,Waar bevindt het probleem zich?,,,,
q-loodgieter-2702-3,Hoe dringend is de reparatie?,Hoe dringend is de reparatie?,,,,
q-loodgieter-2703-1,Wat wil je laten onderhouden?,What do you want have maintain?,,,,
q-loodgieter-2703-2,Hoe vaak wil je onderhoud?,How often wil je onderhoud?,,,,
q-loodgieter-2704-1,Wat is verstopt?,Wat is verstopt?,,,,
q-loodgieter-2704-2,Hoe ernstig is de verstopping?,Hoe ernstig is de verstopping?,,,,
q-loodgieter-2704-3,Hoe dringend is het?,Hoe dringend is het?,,,,
q-loodgieter-root,Wat voor type loodgieterswerk zoek je?,What type of loodgieterswerk are you looking for?,,,,
q-maatwerk-2801-1,Om wat voor kast gaat het?,Om wat voor kast gaat het?,,,,
q-maatwerk-2801-2,Waar moet de kast geplaatst worden?,Where should de kast geplaatst worden?,,,,
q-maatwerk-2801-3,Welke afwerking wil je?,Which afwerking wil je?,,,,
q-maatwerk-2802-1,Wat voor type keuken wil je?,What type of keuken wil je?,,,,
q-maatwerk-2802-2,Heb je al een ontwerp of plan?,Do you have al een ontwerp of plan?,,,,
q-maatwerk-2802-3,Moet de schrijnwerker ook toestellen leveren?,Should the schrijnwerker ook toestellen leveren?,,,,
q-maatwerk-2803-1,Om wat voor meubel gaat het?,Om wat voor meubel gaat het?,,,,
q-maatwerk-2803-2,Waar komt het meubel te staan?,Waar komt het meubel te staan?,,,,
q-maatwerk-2804-1,Om wat voor project gaat het?,Om wat voor project gaat het?,,,,
q-maatwerk-2804-2,Heb je al een ontwerp of idee?,Do you have al een ontwerp of idee?,,,,
q-maatwerk-root,Wat voor maatwerk zoek je?,What kind of maatwerk are you looking for?,,,,
q-metselaar-2901-1,Om welk type project gaat het?,Om welk type project gaat het?,,,,
q-metselaar-2901-2,Hoe groot is het project?,How large is het project?,,,,
q-metselaar-2901-3,Moet de metselaar ook de materialen leveren?,Should the metselaar ook de materialen leveren?,,,,
q-metselaar-2902-1,Wat moet er hersteld worden?,Wat moet er hersteld worden?,,,,
q-metselaar-2902-2,Waar gaat het om?,Waar gaat het om?,,,,
q-metselaar-2902-3,Hoe groot is de schade?,How large is de schade?,,,,
q-metselaar-2903-1,Wat wil je laten doen?,What do you want have doen?,,,,
q-metselaar-2903-2,Hoe groot is het oppervlak?,How large is het oppervlak?,,,,
q-metselaar-2903-3,Moet de muur vooraf ook gereinigd worden?,Should the muur vooraf ook gereinigd worden?,,,,
q-metselaar-2904-1,Wat wil je laten bouwen?,What do you want have bouwen?,,,,
q-metselaar-2904-2,Hoe hoog moet de muur ongeveer zijn?,How high moet de muur approximately zijn?,,,,
q-metselaar-2904-3,Wil je ook een afwerking bovenop de muur?,Wil je ook een afwerking bovenop de muur?,,,,
q-metselaar-root,Wat voor type metselopdracht zoek je?,What type of metselproject are you looking for?,,,,
q-muurisolatie-3001-1,Wat voor woning heb je?,What kind of woning heb je?,,,,
q-muurisolatie-3001-2,Weet je of de spouwmuur al geïsoleerd is?,Weet je of de spouwmuur al geïsoleerd is?,,,,
q-muurisolatie-3001-3,Wat is de oppervlakte ongeveer?,Wat is de oppervlakte approximately?,,,,
q-muurisolatie-3002-1,Voor welke ruimte(s)?,Voor welke ruimte(s)?,,,,
q-muurisolatie-3002-2,Welke afwerking wil je na isolatie?,Which afwerking wil je na isolatie?,,,,
q-muurisolatie-3002-3,Hoe groot is het oppervlak?,How large is het oppervlak?,,,,
q-muurisolatie-3003-1,Wat voor afwerking wil je op de gevel?,What kind of afwerking wil je op de gevel?,,,,
q-muurisolatie-3003-2,Moet de gevel ook gereinigd/hersteld worden vooraf?,Should the gevel ook gereinigd/hersteld worden vooraf?,,,,
q-muurisolatie-3003-3,Hoe groot is de gevel ongeveer?,How large is de gevel approximately?,,,,
q-muurisolatie-root,Wat voor type muur wil je isoleren?,What type of muur wil je isoleren?,,,,
q-nieuwbouw-3101-1,Wat voor type woning wil je bouwen?,What type of woning wil je bouwen?,,,,
q-nieuwbouw-3101-2,Heb je al een ontwerp of bouwplan?,Do you have al een ontwerp of bouwplan?,,,,
q-nieuwbouw-3101-3,Heb je al een bouwgrond?,Do you have al een bouwgrond?,,,,
q-nieuwbouw-3102-1,Gaat het om 1 appartement of een gebouw met meerdere units?,Gaat het om 1 appartement of een gebouw met meerdere units?,,,,
q-nieuwbouw-3102-2,Is er al een architect ingeschakeld?,Is er al een architect ingeschakeld?,,,,
q-nieuwbouw-3102-3,Moet de aannemer ook de ruwbouw én afwerking doen?,Should the aannemer ook de ruwbouw én afwerking doen?,,,,
q-nieuwbouw-3103-1,Wat wil je laten bouwen?,What do you want have bouwen?,,,,
q-nieuwbouw-3103-2,Van welk materiaal?,Van welk materiaal?,,,,
q-nieuwbouw-3103-3,Hoe groot moet het gebouw zijn?,How large moet het gebouw zijn?,,,,
q-nieuwbouw-3104-1,Wat voor type bedrijfspand?,What type of bedrijfspand?,,,,
q-nieuwbouw-3104-2,Hoe groot moet het pand zijn?,How large moet het pand zijn?,,,,
q-nieuwbouw-3104-3,Heb je al een ontwerp?,Do you have al een ontwerp?,,,,
q-nieuwbouw-root,Wat voor type nieuwbouw zoek je?,What type of nieuwbouw are you looking for?,,,,
q-omheining-3201-1,Welk type omheining wil je?,What type of enclosure do you want?,,,,
q-omheining-3201-2,Hoe hoog moet de omheining zijn?,How high should the enclosure be?,,,,
q-omheining-3201-3,Hoe lang moet de omheining ongeveer zijn?,How long should the enclosure be approximately?,,,,
q-omheining-3202-1,Welk type omheining wil je vervangen?,What type of enclosure do you want to replace?,,,,
q-omheining-3202-2,Waarom wil je de omheining vervangen?,Why do you want to replace the enclosure?,,,,
q-omheining-3202-3,Moet de oude omheining verwijderd worden?,Should the old enclosure be removed?,,,,
q-omheining-3203-1,Wat is het probleem?,What is the problem?,,,,
q-omheining-3203-2,Hoe groot is de schade?,How large is the damage?,,,,
q-omheining-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-ongediertebestrijding-3301-1,Waar zit het probleem?,Waar zit het probleem?,,,,
q-ongediertebestrijding-3301-2,Hoe ernstig is de plaag?,Hoe ernstig is de plaag?,,,,
q-ongediertebestrijding-3302-1,Waar zit het nest?,Waar zit het nest?,,,,
q-ongediertebestrijding-3302-2,Hoe groot is het nest?,How large is het nest?,,,,
q-ongediertebestrijding-3303-1,Waar heb je last van kakkerlakken?,Waar heb je last van kakkerlakken?,,,,
q-ongediertebestrijding-3303-2,Hoe ernstig is het probleem?,Hoe ernstig is het probleem?,,,,
q-ongediertebestrijding-3304-1,Waar zijn ze aanwezig?,Waar zijn ze aanwezig?,,,,
q-ongediertebestrijding-3304-2,Hoe lang ervaar je al overlast?,How long ervaar je al overlast?,,,,
q-ongediertebestrijding-3305-1,Waar heb je last van?,Waar heb je last van?,,,,
q-ongediertebestrijding-3305-2,Hoe groot is de plaag?,How large is de plaag?,,,,
q-ongediertebestrijding-3306-1,Om welk soort ongedierte gaat het?,Om welk soort ongedierte gaat het?,,,,
q-ongediertebestrijding-3306-2,Waar is het probleem?,Waar is het probleem?,,,,
q-ongediertebestrijding-root,Met welk soort ongedierte heb je last?,Met welk soort ongedierte heb je last?,,,,
q-ramen-3401-1,Voor welk type gebouw?,Voor welk type gebouw?,,,,
q-ramen-3401-2,In welk materiaal wil je de kozijnen?,In welk materiaal wil je de kozijnen?,,,,
q-ramen-3401-3,Hoeveel ramen moeten geplaatst worden?,How many ramen moeten geplaatst worden?,,,,
q-ramen-3402-1,Waarom wil je de ramen vervangen?,Why do you want to de ramen replace?,,,,
q-ramen-3402-2,Welk glas wil je?,Welk glas wil je?,,,,
q-ramen-3402-3,Moet de oude ramen ook verwijderd worden?,Should the old ramen ook verwijderd worden?,,,,
q-ramen-3403-1,Wat is het probleem?,Wat is het probleem?,,,,
q-ramen-3403-2,Hoeveel ramen gaat het om?,How many ramen gaat het om?,,,,
q-ramen-3404-1,Wat wil je laten renoveren?,What do you want have renoveren?,,,,
q-ramen-3404-2,Om hoeveel ramen gaat het?,How many ramen gaat het?,,,,
q-ramen-root,Wat voor type raamopdracht zoek je?,What type of raamproject are you looking for?,,,,
q-renovatie-3501-1,Wat moet er allemaal gerenoveerd worden?,Wat moet er allemaal gerenoveerd worden?,,,,
q-renovatie-3501-2,Gaat het om een woning of appartement?,Gaat het om een woning of appartement?,,,,
q-renovatie-3501-3,Heb je al plannen of ontwerptekeningen?,Do you have al plannen of ontwerptekeningen?,,,,
q-renovatie-3502-1,Wat wil je vernieuwen?,What do you want renovate?,,,,
q-renovatie-3502-2,Hoe groot is de badkamer?,How large is de badkamer?,,,,
q-renovatie-3502-3,Moet de oude badkamer verwijderd worden?,Should the old badkamer verwijderd worden?,,,,
q-renovatie-3503-1,Wat wil je vernieuwen?,What do you want renovate?,,,,
q-renovatie-3503-2,Moet leidingwerk ook aangepast worden?,Moet leidingwerk ook aangepast worden?,,,,
q-renovatie-3504-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-renovatie-3504-2,Hoe groot is de gevel ongeveer?,How large is de gevel approximately?,,,,
q-renovatie-3505-1,Om welk type renovatie gaat het?,Om welk type renovatie gaat het?,,,,
q-renovatie-3505-2,Hoe groot is het project ongeveer?,How large is het project approximately?,,,,
q-renovatie-root,Wat voor type renovatie zoek je?,What type of renovatie are you looking for?,,,,
q-schilderwerk-3601-1,Welke ruimtes wil je laten schilderen?,Which ruimtes wil je have schilderen?,,,,
q-schilderwerk-3601-2,Wat wil je laten schilderen?,What do you want have schilderen?,,,,
q-schilderwerk-3601-3,Hoe groot is de ruimte?,How large is de ruimte?,,,,
q-schilderwerk-3602-1,Wat moet er geschilderd worden?,Wat moet er geschilderd worden?,,,,
q-schilderwerk-3602-2,Hoe hoog is het gebouw?,How high is het gebouw?,,,,
q-schilderwerk-3602-3,Moet de oude verf eerst verwijderd worden?,Should the old verf eerst verwijderd worden?,,,,
q-schilderwerk-3603-1,Wat wil je laten schilderen?,What do you want have schilderen?,,,,
q-schilderwerk-3603-2,Hoeveel stuks gaat het om?,How many stuks gaat het om?,,,,
q-schilderwerk-3604-1,Wat is de huidige staat van het schilderwerk?,Wat is de huidige staat van het schilderwerk?,,,,
q-schilderwerk-3604-2,Hoe groot is het oppervlak dat aangepakt moet worden?,How large is het oppervlak dat aangepakt moet worden?,,,,
q-schilderwerk-root,Wat voor type schilderopdracht zoek je?,What type of schilderproject are you looking for?,,,,
q-schoonmaak-3701-1,Wat moet er schoongemaakt worden?,Wat moet er schoongemaakt worden?,,,,
q-schoonmaak-3701-2,Hoe vaak wil je schoonmaak?,How often wil je schoonmaak?,,,,
q-schoonmaak-3702-1,Wat voor type gebouw?,What type of gebouw?,,,,
q-schoonmaak-3702-2,Hoe groot is de oppervlakte?,How large is de oppervlakte?,,,,
q-schoonmaak-3702-3,Hoe vaak wil je schoonmaak?,How often wil je schoonmaak?,,,,
q-schoonmaak-3703-1,Waarvoor wil je een grote schoonmaak?,Waarvoor wil je een grote schoonmaak?,,,,
q-schoonmaak-3703-2,Om wat voor woning/gebouw gaat het?,Om wat voor woning/gebouw gaat het?,,,,
q-schoonmaak-3704-1,Wat moet er specialistisch gereinigd worden?,Wat moet er specialistisch gereinigd worden?,,,,
q-schoonmaak-3704-2,Hoe groot is het oppervlak of aantal stuks?,How large is het oppervlak of aantal stuks?,,,,
q-schoonmaak-root,Wat voor type schoonmaakopdracht zoek je?,What type of schoonmaakproject are you looking for?,,,,
q-schrijnwerker-3801-1,Om welk project gaat het?,Om welk project gaat het?,,,,
q-schrijnwerker-3801-2,Welke materiaalsoort wil je?,Which materiaalsoort wil je?,,,,
q-schrijnwerker-3801-3,Moet het ook afgewerkt worden (lak/verf)?,Should the ook afgewerkt worden (lak/verf)?,,,,
q-schrijnwerker-3802-1,Wat moet er gemaakt/geleverd worden?,Wat moet er gemaakt/geleverd worden?,,,,
q-schrijnwerker-3802-2,In welk materiaal?,In welk materiaal?,,,,
q-schrijnwerker-3802-3,Moet het ook geplaatst worden?,Should the ook geplaatst worden?,,,,
q-schrijnwerker-3803-1,Om wat voor meubel gaat het?,Om wat voor meubel gaat het?,,,,
q-schrijnwerker-3803-2,Waar komt het meubel te staan?,Waar komt het meubel te staan?,,,,
q-schrijnwerker-3804-1,Wat moet er hersteld worden?,Wat moet er hersteld worden?,,,,
q-schrijnwerker-3804-2,Hoe groot is de schade?,How large is de schade?,,,,
q-schrijnwerker-root,Wat voor soort schrijnwerk wil je laten uitvoeren?,What kind of soort schrijnwerk wil je have uitvoeren?,,,,
q-schuifraam-3901-1,Waar komt het schuifraam?,Waar komt het schuifraam?,,,,
q-schuifraam-3901-2,Welk materiaal wil je voor het kozijn?,Welk materiaal wil je voor het kozijn?,,,,
q-schuifraam-3901-3,Hoe groot moet het schuifraam zijn?,How large moet het schuifraam zijn?,,,,
q-schuifraam-3902-1,Waarom wil je het schuifraam vervangen?,Why do you want to het schuifraam replace?,,,,
q-schuifraam-3902-2,Welk glas wil je in het nieuwe raam?,Welk glas wil je in het nieuwe raam?,,,,
q-schuifraam-3902-3,Moet het oude raam verwijderd worden?,Should the old raam verwijderd worden?,,,,
q-schuifraam-3903-1,Wat is het probleem?,Wat is het probleem?,,,,
q-schuifraam-3903-2,Hoe oud is het schuifraam ongeveer?,Hoe oud is het schuifraam approximately?,,,,
q-schuifraam-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-septische-regenwatertak-4001-1,Wat voor type tank wil je plaatsen?,What type of tank do you want to install?,,,,
q-septische-regenwatertak-4001-2,Hoe groot moet de tank zijn?,How large should the tank be?,,,,
q-septische-regenwatertak-4001-3,Waar moet de tank geplaatst worden?,Where should the tank be installed?,,,,
q-septische-regenwatertak-4002-1,Wat voor type tank wil je vervangen?,What type of tank do you want to replace?,,,,
q-septische-regenwatertak-4002-2,Waarom wil je vervangen?,Why do you want to replace?,,,,
q-septische-regenwatertak-4002-3,Moet de oude tank verwijderd worden?,Should the old tank be removed?,,,,
q-septische-regenwatertak-4003-1,Wat voor tank gaat het om?,What kind of tank is it?,,,,
q-septische-regenwatertak-4003-2,Wat wil je laten doen?,What do you want to have done?,,,,
q-septische-regenwatertak-4004-1,Wat is het probleem?,What is the problem?,,,,
q-septische-regenwatertak-4004-2,Hoe oud is de tank ongeveer?,How old is the tank approximately?,,,,
q-septische-regenwatertak-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-serre-4101-1,Wat voor type serre wil je?,What type of serre wil je?,,,,
q-serre-4101-2,Van welk materiaal moet de serre zijn?,Van welk materiaal moet de serre zijn?,,,,
q-serre-4101-3,Hoe groot moet de serre ongeveer zijn?,How large moet de serre approximately zijn?,,,,
q-serre-4102-1,Waarom wil je de serre vervangen?,Why do you want to de serre replace?,,,,
q-serre-4102-2,Welk materiaal wil je voor de nieuwe serre?,Welk materiaal wil je voor de nieuwe serre?,,,,
q-serre-4102-3,Moet de oude serre verwijderd worden?,Should the old serre verwijderd worden?,,,,
q-serre-4103-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-serre-4103-2,Hoe groot is de serre?,How large is de serre?,,,,
q-serre-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-stucadoor-4201-1,Om welke ruimte gaat het?,Om welke ruimte gaat het?,,,,
q-stucadoor-4201-2,Hoe groot is het oppervlak ongeveer?,How large is het oppervlak approximately?,,,,
q-stucadoor-4201-3,Welke afwerking wil je?,Which afwerking wil je?,,,,
q-stucadoor-4202-1,Om wat voor oppervlak gaat het?,Om wat voor oppervlak gaat het?,,,,
q-stucadoor-4202-2,Wat is de huidige ondergrond?,Wat is de huidige ondergrond?,,,,
q-stucadoor-4202-3,Moet de gevel ook geïsoleerd worden?,Should the gevel ook geïsoleerd worden?,,,,
q-stucadoor-4203-1,Hoe groot is het plafondoppervlak?,How large is het plafondoppervlak?,,,,
q-stucadoor-4203-2,Wat is de huidige staat?,Wat is de huidige staat?,,,,
q-stucadoor-4203-3,Welke afwerking wil je?,Which afwerking wil je?,,,,
q-stucadoor-4204-1,Wat moet er hersteld worden?,Wat moet er hersteld worden?,,,,
q-stucadoor-4204-2,Hoe groot is de schade?,How large is de schade?,,,,
q-stucadoor-root,Wat voor type stucwerk wil je laten uitvoeren?,What type of stucwerk wil je have uitvoeren?,,,,
q-tegelzetter-4301-1,In welke ruimte gaat het om?,In welke ruimte gaat het om?,,,,
q-tegelzetter-4301-2,Hoe groot is het oppervlak ongeveer?,How large is het oppervlak approximately?,,,,
q-tegelzetter-4301-3,Heb je de tegels al gekocht?,Do you have de tegels al gekocht?,,,,
q-tegelzetter-4302-1,In welke ruimte gaat het om?,In welke ruimte gaat het om?,,,,
q-tegelzetter-4302-2,Hoe groot is het oppervlak ongeveer?,How large is het oppervlak approximately?,,,,
q-tegelzetter-4302-3,Moet de oude vloer eerst verwijderd worden?,Should the old vloer eerst verwijderd worden?,,,,
q-tegelzetter-4303-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tegelzetter-4303-2,Hoe groot is de badkamer?,How large is de badkamer?,,,,
q-tegelzetter-4303-3,Moet er ook tegelwerk verwijderd worden?,Should ook tegelwerk verwijderd worden?,,,,
q-tegelzetter-4304-1,Wat is er nodig?,Wat is er nodig?,,,,
q-tegelzetter-4304-2,Hoeveel tegels gaat het ongeveer om?,How many tegels gaat het approximately om?,,,,
q-tegelzetter-root,Wat voor tegelwerk wil je laten uitvoeren?,What kind of tegelwerk wil je have uitvoeren?,,,,
q-thuisbatterij-4401-1,Waarvoor wil je de batterij gebruiken?,Waarvoor wil je de batterij gebruiken?,,,,
q-thuisbatterij-4401-2,Hoeveel opslagcapaciteit wil je ongeveer?,How many opslagcapaciteit wil je approximately?,,,,
q-thuisbatterij-4401-3,Waar moet de batterij geplaatst worden?,Where should de batterij geplaatst worden?,,,,
q-thuisbatterij-4402-1,Hoeveel extra capaciteit wil je toevoegen?,How many extra capaciteit wil je toevoegen?,,,,
q-thuisbatterij-4402-2,Is je huidige systeem compatibel met uitbreiding?,Is je huidige systeem compatibel met uitbreiding?,,,,
q-thuisbatterij-4402-3,Moet er ook een nieuwe omvormer geplaatst worden?,Should ook een nieuwe omvormer geplaatst worden?,,,,
q-thuisbatterij-4403-1,Waarom wil je de batterij vervangen?,Why do you want to de batterij replace?,,,,
q-thuisbatterij-4403-2,Hoe oud is de batterij ongeveer?,Hoe oud is de batterij approximately?,,,,
q-thuisbatterij-4403-3,Moet de oude batterij verwijderd worden?,Should the old batterij verwijderd worden?,,,,
q-thuisbatterij-4404-1,Wat is het probleem?,Wat is het probleem?,,,,
q-thuisbatterij-4404-2,Wat is de capaciteit van de batterij?,Wat is de capaciteit van de batterij?,,,,
q-thuisbatterij-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-trappen-4501-1,Wat voor type trap wil je laten plaatsen?,What type of trap wil je have install?,,,,
q-trappen-4501-2,Van welk materiaal moet de trap zijn?,Van welk materiaal moet de trap zijn?,,,,
q-trappen-4501-3,Waar komt de trap?,Waar komt de trap?,,,,
q-trappen-4502-1,Wat moet er gerenoveerd worden?,Wat moet er gerenoveerd worden?,,,,
q-trappen-4502-2,Welke afwerking wil je?,Which afwerking wil je?,,,,
q-trappen-4502-3,Hoeveel treden heeft de trap ongeveer?,How many treden heeft de trap approximately?,,,,
q-trappen-4503-1,Met welk materiaal wil je de trap laten bekleden?,Met welk materiaal wil je de trap have bekleden?,,,,
q-trappen-4503-2,Om hoeveel trappen gaat het?,How many trappen gaat het?,,,,
q-trappen-4504-1,Wat moet er hersteld worden?,Wat moet er hersteld worden?,,,,
q-trappen-4504-2,Hoe groot is de schade?,How large is de schade?,,,,
q-trappen-root,Wat voor trap-opdracht zoek je?,What kind of trap-project are you looking for?,,,,
q-tuinhuis-poolhouse-4601-1,Wat wil je laten bouwen?,What do you want to have built?,,,,
q-tuinhuis-poolhouse-4601-2,Van welk materiaal moet het gemaakt worden?,What material should it be made of?,,,,
q-tuinhuis-poolhouse-4601-3,Hoe groot moet het ongeveer zijn?,How large should it be approximately?,,,,
q-tuinhuis-poolhouse-4602-1,Waarom wil je vervangen?,Why do you want to replace?,,,,
q-tuinhuis-poolhouse-4602-2,Moet het oude gebouw verwijderd worden?,Should the old building be removed?,,,,
q-tuinhuis-poolhouse-4602-3,Van welk materiaal wil je de nieuwe versie?,What material do you want for the new version?,,,,
q-tuinhuis-poolhouse-4603-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tuinhuis-poolhouse-4603-2,Hoe groot is het gebouw?,How large is the building?,,,,
q-tuinhuis-poolhouse-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-tuinonderhoud-4701-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tuinonderhoud-4701-2,Hoe groot is de tuin ongeveer?,How large is de garden approximately?,,,,
q-tuinonderhoud-4702-1,Hoe vaak wil je onderhoud?,How often wil je onderhoud?,,,,
q-tuinonderhoud-4702-2,Wat moet er standaard gebeuren?,Wat moet er standaard gebeuren?,,,,
q-tuinonderhoud-4703-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tuinonderhoud-4703-2,Hoe groot is het gazon ongeveer?,How large is het lawn approximately?,,,,
q-tuinonderhoud-4704-1,Wat moet er gesnoeid worden?,Wat moet er gesnoeid worden?,,,,
q-tuinonderhoud-4704-2,Hoeveel bomen of struiken gaat het om?,How many bomen of struiken gaat het om?,,,,
q-tuinonderhoud-4704-3,Moet het snoeiafval ook worden afgevoerd?,Should the snoeiafval ook worden removed?,,,,
q-tuinonderhoud-root,Wat voor type tuinwerk zoek je?,What type of gardenwerk are you looking for?,,,,
q-tuinpoorten-4801-1,Wat voor type poort wil je?,What type of poort wil je?,,,,
q-tuinpoorten-4801-2,Wil je een enkele of dubbele poort?,Wil je een enkele of dubbele poort?,,,,
q-tuinpoorten-4801-3,Moet de poort voorzien worden van automatisering?,Should the poort voorzien worden van automatisering?,,,,
q-tuinpoorten-4802-1,Wat voor type poort wil je vervangen?,What type of poort wil je replace?,,,,
q-tuinpoorten-4802-2,Waarom wil je vervangen?,Why do you want to replace?,,,,
q-tuinpoorten-4802-3,Moet de oude poort verwijderd worden?,Should the old poort verwijderd worden?,,,,
q-tuinpoorten-4803-1,Wat is het probleem?,Wat is het probleem?,,,,
q-tuinpoorten-4803-2,Hoe groot is de poort?,How large is de poort?,,,,
q-tuinpoorten-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-ventilatie-4901-1,Wat voor systeem wil je laten plaatsen?,What kind of systeem wil je have install?,,,,
q-ventilatie-4901-2,Voor welk type woning/gebouw?,Voor welk type woning/gebouw?,,,,
q-ventilatie-4901-3,Om hoeveel ruimtes gaat het?,How many ruimtes gaat het?,,,,
q-ventilatie-4902-1,Wat wil je vervangen?,What do you want replace?,,,,
q-ventilatie-4902-2,Waarom wil je vervangen?,Why do you want to replace?,,,,
q-ventilatie-4902-3,Moet de oude installatie verwijderd worden?,Should the old installatie verwijderd worden?,,,,
q-ventilatie-4903-1,Wat is het probleem?,Wat is het probleem?,,,,
q-ventilatie-4903-2,Hoe oud is de installatie ongeveer?,Hoe oud is de installatie approximately?,,,,
q-ventilatie-4904-1,Wat wil je laten doen?,What do you want have doen?,,,,
q-ventilatie-4904-2,Hoe vaak wil je onderhoud?,How often wil je onderhoud?,,,,
q-ventilatie-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-veranda-5001-1,Wat voor type veranda wil je?,What type of veranda wil je?,,,,
q-veranda-5001-2,Van welk materiaal moet de veranda zijn?,Van welk materiaal moet de veranda zijn?,,,,
q-veranda-5001-3,Hoe groot moet de veranda ongeveer zijn?,How large moet de veranda approximately zijn?,,,,
q-veranda-5002-1,Waarom wil je de veranda vervangen?,Why do you want to de veranda replace?,,,,
q-veranda-5002-2,Moet de oude veranda verwijderd worden?,Should the old veranda verwijderd worden?,,,,
q-veranda-5002-3,Wat voor nieuwe veranda wil je?,What kind of nieuwe veranda wil je?,,,,
q-veranda-5003-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-veranda-5003-2,Hoe groot is de veranda ongeveer?,How large is de veranda approximately?,,,,
q-veranda-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-verhuizer-5101-1,Wat voor type woning verhuis je?,What type of woning verhuis je?,,,,
q-verhuizer-5101-2,Hoe groot is de verhuizing?,How large is de verhuizing?,,,,
q-verhuizer-5101-3,Moet er ook een verhuislift geregeld worden?,Should ook een verhuislift geregeld worden?,,,,
q-verhuizer-5102-1,Wat voor type bedrijfspand gaat het om?,What type of bedrijfspand gaat het om?,,,,
q-verhuizer-5102-2,Hoe groot is de verhuizing?,How large is de verhuizing?,,,,
q-verhuizer-5102-3,Moet er ook IT-apparatuur gedemonteerd/ingericht worden?,Should ook IT-apparatuur gedemonteerd/ingericht worden?,,,,
q-verhuizer-5103-1,Naar welk land verhuis je?,Naar welk land verhuis je?,,,,
q-verhuizer-5103-2,Hoeveel spullen moeten verhuisd worden?,How many spullen moeten verhuisd worden?,,,,
q-verhuizer-5103-3,Moet de verhuizer ook inklaring/administratie regelen?,Should the verhuizer ook inklaring/administratie regelen?,,,,
q-verhuizer-5104-1,Welke extra diensten wil je?,Which extra diensten wil je?,,,,
q-verhuizer-5104-2,Hoeveel kamers/spullen gaat het om?,How many kamers/spullen gaat het om?,,,,
q-verhuizer-root,Wat voor type verhuisopdracht zoek je?,What type of verhuisproject are you looking for?,,,,
q-verwarming-5201-1,Wat voor type verwarming wil je?,What type of verwarming wil je?,,,,
q-verwarming-5201-2,Voor welke ruimte(s)?,Voor welke ruimte(s)?,,,,
q-verwarming-5201-3,Heb je al een cv-ketel of warmtepomp?,Do you have al een cv-ketel of warmtepomp?,,,,
q-verwarming-5202-1,Wat wil je vervangen?,What do you want replace?,,,,
q-verwarming-5202-2,Waarom wil je het vervangen?,Why do you want to het replace?,,,,
q-verwarming-5202-3,Moet de oude verwarming verwijderd worden?,Should the old verwarming verwijderd worden?,,,,
q-verwarming-5203-1,Wat is het probleem?,Wat is het probleem?,,,,
q-verwarming-5203-2,Om hoeveel radiatoren/ruimtes gaat het?,How many radiatoren/ruimtes gaat het?,,,,
q-verwarming-5204-1,Wat wil je laten doen?,What do you want have doen?,,,,
q-verwarming-5204-2,Hoe vaak wil je onderhoud?,How often wil je onderhoud?,,,,
q-verwarming-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
