id,question_text_nl,question_text_en,placeholder_nl,placeholder_en,help_text_nl,help_text_en
q-loodgieter-2703-2,Hoe vaak wil je onderhoud?,How often would you like maintenance?,,,,
q-loodgieter-2704-1,Wat is verstopt?,What is clogged?,,,,
q-loodgieter-2704-2,Hoe ernstig is de verstopping?,How severe is the clog?,,,,
q-loodgieter-2704-3,Hoe dringend is het?,How urgent is it?,,,,
q-loodgieter-root,Wat voor type loodgieterswerk zoek je?,What type of plumbing work are you looking for?,,,,
q-maatwerk-2801-1,Om wat voor kast gaat het?,What kind of cabinet/wardrobe is it?,,,,
q-maatwerk-2801-2,Waar moet de kast geplaatst worden?,Where should the cabinet be installed?,,,,
q-maatwerk-2801-3,Welke afwerking wil je?,What kind of finish would you like?,,,,
q-maatwerk-2802-1,Wat voor type keuken wil je?,What type of kitchen would you like?,,,,
q-maatwerk-2802-2,Heb je al een ontwerp of plan?,Do you already have a design or plan?,,,,
q-maatwerk-2802-3,Moet de schrijnwerker ook toestellen leveren?,Should the carpenter also supply appliances?,,,,
q-maatwerk-2803-1,Om wat voor meubel gaat het?,What kind of furniture is it?,,,,
q-maatwerk-2803-2,Waar komt het meubel te staan?,Where will the furniture be placed?,,,,
q-maatwerk-2804-1,Om wat voor project gaat het?,What kind of project is it?,,,,
q-maatwerk-2804-2,Heb je al een ontwerp of idee?,Do you already have a design or idea?,,,,
q-maatwerk-root,Wat voor maatwerk zoek je?,What kind of custom work/joinery are you looking for?,,,,
q-metselaar-2901-1,Om welk type project gaat het?,What type of project is it?,,,,
q-metselaar-2901-2,Hoe groot is het project?,How large is the project?,,,,
q-metselaar-2901-3,Moet de metselaar ook de materialen leveren?,Should the mason also supply the materials?,,,,
q-metselaar-2902-1,Wat moet er hersteld worden?,What needs to be repaired?,,,,
q-metselaar-2902-2,Waar gaat het om?,What does it involve?,,,,
q-metselaar-2902-3,Hoe groot is de schade?,How extensive is the damage?,,,,
q-metselaar-2903-1,Wat wil je laten doen?,What would you like to have done?,,,,
q-metselaar-2903-2,Hoe groot is het oppervlak?,How large is the surface area?,,,,
q-metselaar-2903-3,Moet de muur vooraf ook gereinigd worden?,Does the wall also need to be cleaned beforehand?,,,,
q-metselaar-2904-1,Wat wil je laten bouwen?,What would you like to have built?,,,,
q-metselaar-2904-2,Hoe hoog moet de muur ongeveer zijn?,Approximately how high should the wall be?,,,,
q-metselaar-2904-3,Wil je ook een afwerking bovenop de muur?,Would you also like a finish on top of the wall?,,,,
q-metselaar-root,Wat voor type metselopdracht zoek je?,What type of masonry project are you looking for?,,,,
q-muurisolatie-3001-1,Wat voor woning heb je?,What type of home do you have?,,,,
q-muurisolatie-3001-2,Weet je of de spouwmuur al geïsoleerd is?,Do you know if the cavity wall is already insulated?,,,,
q-muurisolatie-3001-3,Wat is de oppervlakte ongeveer?,What is the approximate surface area?,,,,
q-muurisolatie-3002-1,Voor welke ruimte(s)?,For which room(s)?,,,,
q-muurisolatie-3002-2,Welke afwerking wil je na isolatie?,What finish would you like after insulation?,,,,
q-muurisolatie-3002-3,Hoe groot is het oppervlak?,How large is the surface area?,,,,
q-muurisolatie-3003-1,Wat voor afwerking wil je op de gevel?,What kind of finish would you like for the facade?,,,,
q-muurisolatie-3003-2,Moet de gevel ook gereinigd/hersteld worden vooraf?,Does the facade also need to be cleaned/repaired beforehand?,,,,
q-muurisolatie-3003-3,Hoe groot is de gevel ongeveer?,Approximately how large is the facade?,,,,
q-muurisolatie-root,Wat voor type muur wil je isoleren?,What type of wall would you like to insulate?,,,,
q-nieuwbouw-3101-1,Wat voor type woning wil je bouwen?,What type of home do you want to build?,,,,
q-nieuwbouw-3101-2,Heb je al een ontwerp of bouwplan?,Do you already have a design or building plan?,,,,
q-nieuwbouw-3101-3,Heb je al een bouwgrond?,Do you already have a building plot?,,,,
q-nieuwbouw-3102-1,Gaat het om 1 appartement of een gebouw met meerdere units?,Is it for a single apartment or a building with multiple units?,,,,
q-nieuwbouw-3102-2,Is er al een architect ingeschakeld?,Has an architect already been hired?,,,,
q-nieuwbouw-3102-3,Moet de aannemer ook de ruwbouw én afwerking doen?,Should the contractor handle both the shell construction and the finishing?,,,,
q-nieuwbouw-3103-1,Wat wil je laten bouwen?,What would you like to have built?,,,,
q-nieuwbouw-3103-2,Van welk materiaal?,Which material?,,,,
q-nieuwbouw-3103-3,Hoe groot moet het gebouw zijn?,How large should the building be?,,,,
q-nieuwbouw-3104-1,Wat voor type bedrijfspand?,What type of commercial building?,,,,
q-nieuwbouw-3104-2,Hoe groot moet het pand zijn?,How large should the building be?,,,,
q-nieuwbouw-3104-3,Heb je al een ontwerp?,Do you already have a design?,,,,
q-nieuwbouw-root,Wat voor type nieuwbouw zoek je?,What type of new construction are you looking for?,,,,
q-omheining-3201-1,Welk type omheining wil je?,What type of fencing would you like?,,,,
q-omheining-3201-2,Hoe hoog moet de omheining zijn?,How high should the fencing be?,,,,
q-omheining-3201-3,Hoe lang moet de omheining ongeveer zijn?,Approximately how long should the fencing be?,,,,
q-omheining-3202-1,Welk type omheining wil je vervangen?,What type of fencing would you like to replace?,,,,
q-omheining-3202-2,Waarom wil je de omheining vervangen?,Why do you want to replace the fencing?,,,,
q-omheining-3202-3,Moet de oude omheining verwijderd worden?,Should the old fencing be removed?,,,,
q-omheining-3203-1,Wat is het probleem?,What is the problem?,,,,
q-omheining-3203-2,Hoe groot is de schade?,How extensive is the damage?,,,,
q-omheining-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-ongediertebestrijding-3301-1,Waar zit het probleem?,Where is the problem located?,,,,
q-ongediertebestrijding-3301-2,Hoe ernstig is de plaag?,How severe is the infestation?,,,,
q-ongediertebestrijding-3302-1,Waar zit het nest?,Where is the nest located?,,,,
q-ongediertebestrijding-3302-2,Hoe groot is het nest?,How large is the nest?,,,,
q-ongediertebestrijding-3303-1,Waar heb je last van kakkerlakken?,Where are the cockroaches present?,,,,
q-ongediertebestrijding-3303-2,Hoe ernstig is het probleem?,How severe is the problem?,,,,
q-ongediertebestrijding-3304-1,Waar zijn ze aanwezig?,Where are they present?,,,,
q-ongediertebestrijding-3304-2,Hoe lang ervaar je al overlast?,How long have you been experiencing this nuisance?,,,,
q-ongediertebestrijding-3305-1,Waar heb je last van?,What is bothering you?,,,,
q-ongediertebestrijding-3305-2,Hoe groot is de plaag?,How large is the infestation?,,,,
q-ongediertebestrijding-3306-1,Om welk soort ongedierte gaat het?,What kind of pest is it?,,,,
q-ongediertebestrijding-3306-2,Waar is het probleem?,Where is the problem?,,,,
q-ongediertebestrijding-root,Met welk soort ongedierte heb je last?,Which kind of pest are you dealing with?,,,,
q-ramen-3401-1,Voor welk type gebouw?,For what type of building?,,,,
q-ramen-3401-2,In welk materiaal wil je de kozijnen?,In which material would you like the window frames?,,,,
q-ramen-3401-3,Hoeveel ramen moeten geplaatst worden?,How many windows need to be installed?,,,,
q-ramen-3402-1,Waarom wil je de ramen vervangen?,Why do you want to replace the windows?,,,,
q-ramen-3402-2,Welk glas wil je?,What type of glass would you like?,,,,
q-ramen-3402-3,Moet de oude ramen ook verwijderd worden?,Should the old windows also be removed?,,,,
q-ramen-3403-1,Wat is het probleem?,What is the problem?,,,,
q-ramen-3403-2,Hoeveel ramen gaat het om?,How many windows are involved?,,,,
q-ramen-3404-1,Wat wil je laten renoveren?,What would you like to have renovated?,,,,
q-ramen-3404-2,Om hoeveel ramen gaat het?,How many windows are involved?,,,,
q-ramen-root,Wat voor type raamopdracht zoek je?,What type of window project are you looking for?,,,,
q-renovatie-3501-1,Wat moet er allemaal gerenoveerd worden?,What exactly needs to be renovated?,,,,
q-renovatie-3501-2,Gaat het om een woning of appartement?,Is it for a house or an apartment?,,,,
q-renovatie-3501-3,Heb je al plannen of ontwerptekeningen?,Do you already have plans or design drawings?,,,,
q-renovatie-3502-1,Wat wil je vernieuwen?,What would you like to renew?,,,,
q-renovatie-3502-2,Hoe groot is de badkamer?,How large is the bathroom?,,,,
q-renovatie-3502-3,Moet de oude badkamer verwijderd worden?,Should the old bathroom be removed?,,,,
q-renovatie-3503-1,Wat wil je vernieuwen?,What would you like to renew?,,,,
q-renovatie-3503-2,Moet leidingwerk ook aangepast worden?,Does the piping/plumbing also need to be adjusted?,,,,
q-renovatie-3504-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-renovatie-3504-2,Hoe groot is de gevel ongeveer?,What is the approximate size of the facade?,,,,
q-renovatie-3505-1,Om welk type renovatie gaat het?,What type of renovation is it?,,,,
q-renovatie-3505-2,Hoe groot is het project ongeveer?,What is the approximate scale of the project?,,,,
q-renovatie-root,Wat voor type renovatie zoek je?,What type of renovation are you looking for?,,,,
q-schilderwerk-3601-1,Welke ruimtes wil je laten schilderen?,Which rooms would you like to have painted?,,,,
q-schilderwerk-3601-2,Wat wil je laten schilderen?,What would you like to have painted?,,,,
q-schilderwerk-3601-3,Hoe groot is de ruimte?,How large is the space?,,,,
q-schilderwerk-3602-1,Wat moet er geschilderd worden?,What needs to be painted?,,,,
q-schilderwerk-3602-2,Hoe hoog is het gebouw?,How high is the building?,,,,
q-schilderwerk-3602-3,Moet de oude verf eerst verwijderd worden?,Should the old paint be removed first?,,,,
q-schilderwerk-3603-1,Wat wil je laten schilderen?,What would you like to have painted?,,,,
q-schilderwerk-3603-2,Hoeveel stuks gaat het om?,How many items/units are involved?,,,,
q-schilderwerk-3604-1,Wat is de huidige staat van het schilderwerk?,What is the current condition of the paintwork?,,,,
q-schilderwerk-3604-2,Hoe groot is het oppervlak dat aangepakt moet worden?,How large is the surface area that needs to be addressed?,,,,
q-schilderwerk-root,Wat voor type schilderopdracht zoek je?,What type of painting project are you looking for?,,,,
q-schoonmaak-3701-1,Wat moet er schoongemaakt worden?,What needs to be cleaned?,,,,
q-schoonmaak-3701-2,Hoe vaak wil je schoonmaak?,How often would you like cleaning services?,,,,
q-schoonmaak-3702-1,Wat voor type gebouw?,What type of building is it?,,,,
q-schoonmaak-3702-2,Hoe groot is de oppervlakte?,How large is the surface area?,,,,
q-schoonmaak-3702-3,Hoe vaak wil je schoonmaak?,How often would you like cleaning services?,,,,
q-schoonmaak-3703-1,Waarvoor wil je een grote schoonmaak?,What is the purpose of the deep cleaning?,,,,
q-schoonmaak-3703-2,Om wat voor woning/gebouw gaat het?,What type of home/building is it?,,,,
q-schoonmaak-3704-1,Wat moet er specialistisch gereinigd worden?,What requires specialized cleaning?,,,,
q-schoonmaak-3704-2,Hoe groot is het oppervlak of aantal stuks?,How large is the surface area or how many items are there?,,,,
q-schoonmaak-root,Wat voor type schoonmaakopdracht zoek je?,What type of cleaning project are you looking for?,,,,
q-schrijnwerker-3801-1,Om welk project gaat het?,What kind of project is it?,,,,
q-schrijnwerker-3801-2,Welke materiaalsoort wil je?,What type of material would you like?,,,,
q-schrijnwerker-3801-3,Moet het ook afgewerkt worden (lak/verf)?,Should it also be finished (varnish/paint)?,,,,
q-schrijnwerker-3802-1,Wat moet er gemaakt/geleverd worden?,What needs to be made or supplied?,,,,
q-schrijnwerker-3802-2,In welk materiaal?,In which material?,,,,
q-schrijnwerker-3802-3,Moet het ook geplaatst worden?,Does it also need to be installed?,,,,
q-schrijnwerker-3803-1,Om wat voor meubel gaat het?,What kind of furniture is it?,,,,
q-schrijnwerker-3803-2,Waar komt het meubel te staan?,Where will the furniture be placed?,,,,
q-schrijnwerker-3804-1,Wat moet er hersteld worden?,What needs to be repaired?,,,,
q-schrijnwerker-3804-2,Hoe groot is de schade?,How extensive is the damage?,,,,
q-schrijnwerker-root,Wat voor soort schrijnwerk wil je laten uitvoeren?,What kind of joinery/carpentry work would you like to have done?,,,,
q-schuifraam-3901-1,Waar komt het schuifraam?,Where will the sliding window be located?,,,,
q-schuifraam-3901-2,Welk materiaal wil je voor het kozijn?,Which material would you like for the frame?,,,,
q-schuifraam-3901-3,Hoe groot moet het schuifraam zijn?,How large should the sliding window be?,,,,
q-schuifraam-3902-1,Waarom wil je het schuifraam vervangen?,Why do you want to replace the sliding window?,,,,
q-schuifraam-3902-2,Welk glas wil je in het nieuwe raam?,What type of glass would you like in the new window?,,,,
q-schuifraam-3902-3,Moet het oude raam verwijderd worden?,Should the old window be removed?,,,,
q-schuifraam-3903-1,Wat is het probleem?,What is the problem?,,,,
q-schuifraam-3903-2,Hoe oud is het schuifraam ongeveer?,Approximately how old is the sliding window?,,,,
q-schuifraam-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-septische-regenwatertak-4001-1,Wat voor type tank wil je plaatsen?,What type of tank would you like to install?,,,,
q-septische-regenwatertak-4001-2,Hoe groot moet de tank zijn?,How large should the tank be?,,,,
q-septische-regenwatertak-4001-3,Waar moet de tank geplaatst worden?,Where should the tank be installed?,,,,
q-septische-regenwatertak-4002-1,Wat voor type tank wil je vervangen?,What type of tank would you like to replace?,,,,
q-septische-regenwatertak-4002-2,Waarom wil je vervangen?,Why do you want to replace it?,,,,
q-septische-regenwatertak-4002-3,Moet de oude tank verwijderd worden?,Should the old tank be removed?,,,,
q-septische-regenwatertak-4003-1,Wat voor tank gaat het om?,What kind of tank is it?,,,,
q-septische-regenwatertak-4003-2,Wat wil je laten doen?,What would you like to have done?,,,,
q-septische-regenwatertak-4004-1,Wat is het probleem?,What is the problem?,,,,
q-septische-regenwatertak-4004-2,Hoe oud is de tank ongeveer?,Approximately how old is the tank?,,,,
q-septische-regenwatertak-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-serre-4101-1,Wat voor type serre wil je?,What type of conservatory/sunroom would you like?,,,,
q-serre-4101-2,Van welk materiaal moet de serre zijn?,What material should the conservatory be made of?,,,,
q-serre-4101-3,Hoe groot moet de serre ongeveer zijn?,What is the approximate size of the conservatory?,,,,
q-serre-4102-1,Waarom wil je de serre vervangen?,Why do you want to replace the conservatory?,,,,
q-serre-4102-2,Welk materiaal wil je voor de nieuwe serre?,Which material would you like for the new conservatory?,,,,
q-serre-4102-3,Moet de oude serre verwijderd worden?,Should the old conservatory be removed?,,,,
q-serre-4103-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-serre-4103-2,Hoe groot is de serre?,How large is the conservatory?,,,,
q-serre-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-stucadoor-4201-1,Om welke ruimte gaat het?,Which room is it?,,,,
q-stucadoor-4201-2,Hoe groot is het oppervlak ongeveer?,What is the approximate surface area?,,,,
q-stucadoor-4201-3,Welke afwerking wil je?,What kind of finish would you like?,,,,
q-stucadoor-4202-1,Om wat voor oppervlak gaat het?,What kind of surface is it?,,,,
q-stucadoor-4202-2,Wat is the huidige ondergrond?,What is the current substrate/base?,,,,
q-stucadoor-4202-3,Moet de gevel ook geïsoleerd worden?,Should the facade also be insulated?,,,,
q-stucadoor-4203-1,Hoe groot is het plafondoppervlak?,How large is the ceiling surface area?,,,,
q-stucadoor-4203-2,Wat is de huidige staat?,What is the current condition?,,,,
q-stucadoor-4203-3,Welke afwerking wil je?,What kind of finish would you like?,,,,
q-stucadoor-4204-1,Wat moet er hersteld worden?,What needs to be repaired?,,,,
q-stucadoor-4204-2,Hoe groot is de schade?,How extensive is the damage?,,,,
q-stucadoor-root,Wat voor type stucwerk wil je laten uitvoeren?,What type of plastering work would you like to have done?,,,,
q-tegelzetter-4301-1,In welke ruimte gaat het om?,Which room is involved?,,,,
q-tegelzetter-4301-2,Hoe groot is het oppervlak ongeveer?,What is the approximate surface area?,,,,
q-tegelzetter-4301-3,Heb je de tegels al gekocht?,Have you already purchased the tiles?,,,,
q-tegelzetter-4302-1,In welke ruimte gaat het om?,Which room is involved?,,,,
q-tegelzetter-4302-2,Hoe groot is het oppervlak ongeveer?,What is the approximate surface area?,,,,
q-tegelzetter-4302-3,Moet de oude vloer eerst verwijderd worden?,Should the old floor be removed first?,,,,
q-tegelzetter-4303-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tegelzetter-4303-2,Hoe groot is de badkamer?,How large is the bathroom?,,,,
q-tegelzetter-4303-3,Moet er ook tegelwerk verwijderd worden?,Does tiling also need to be removed?,,,,
q-tegelzetter-4304-1,Wat is er nodig?,What is required?,,,,
q-tegelzetter-4304-2,Hoeveel tegels gaat het ongeveer om?,Approximately how many tiles are involved?,,,,
q-tegelzetter-root,Wat voor tegelwerk wil je laten uitvoeren?,What kind of tiling work would you like to have done?,,,,
q-thuisbatterij-4401-1,Waarvoor wil je de batterij gebruiken?,What do you want to use the battery for?,,,,
q-thuisbatterij-4401-2,Hoeveel opslagcapaciteit wil je ongeveer?,What approximate storage capacity would you like?,,,,
q-thuisbatterij-4401-3,Waar moet de batterij geplaatst worden?,Where should the battery be installed?,,,,
q-thuisbatterij-4402-1,Hoeveel extra capaciteit wil je toevoegen?,How much extra capacity would you like to add?,,,,
q-thuisbatterij-4402-2,Is je huidige systeem compatibel met uitbreiding?,Is your current system compatible with expansion?,,,,
q-thuisbatterij-4402-3,Moet er ook een nieuwe omvormer geplaatst worden?,Should a new inverter also be installed?,,,,
q-thuisbatterij-4403-1,Waarom wil je de batterij vervangen?,Why do you want to replace the battery?,,,,
q-thuisbatterij-4403-2,Hoe oud is de batterij ongeveer?,Approximately how old is the battery?,,,,
q-thuisbatterij-4403-3,Moet de oude batterij verwijderd worden?,Should the old battery be removed?,,,,
q-thuisbatterij-4404-1,Wat is het probleem?,What is the problem?,,,,
q-thuisbatterij-4404-2,Wat is de capaciteit van de batterij?,What is the capacity of the battery?,,,,
q-thuisbatterij-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-trappen-4501-1,Wat voor type trap wil je laten plaatsen?,What type of staircase would you like to have installed?,,,,
q-trappen-4501-2,Van welk materiaal moet de trap zijn?,What material should the staircase be made of?,,,,
q-trappen-4501-3,Waar komt de trap?,Where will the staircase be located?,,,,
q-trappen-4502-1,Wat moet er gerenoveerd worden?,What needs to be renovated?,,,,
q-trappen-4502-2,Welke afwerking wil je?,What kind of finish would you like?,,,,
q-trappen-4502-3,Hoeveel treden heeft de trap ongeveer?,Approximately how many steps does the staircase have?,,,,
q-trappen-4503-1,Met welk materiaal wil je de trap laten bekleden?,Which material would you like to have the stairs clad with?,,,,
q-trappen-4503-2,Om hoeveel trappen gaat het?,How many staircases are involved?,,,,
q-trappen-4504-1,Wat moet er hersteld worden?,What needs to be repaired?,,,,
q-trappen-4504-2,Hoe groot is de schade?,How extensive is the damage?,,,,
q-trappen-root,Wat voor trap-opdracht zoek je?,What kind of staircase project are you looking for?,,,,
q-tuinhuis-poolhouse-4601-1,Wat wil je laten bouwen?,What would you like to have built?,,,,
q-tuinhuis-poolhouse-4601-2,Van welk materiaal moet het gemaakt worden?,What material should it be made of?,,,,
q-tuinhuis-poolhouse-4601-3,Hoe groot moet het ongeveer zijn?,How large should it be approximately?,,,,
q-tuinhuis-poolhouse-4602-1,Waarom wil je vervangen?,Why do you want to replace it?,,,,
q-tuinhuis-poolhouse-4602-2,Moet het oude gebouw verwijderd worden?,Should the old building be removed?,,,,
q-tuinhuis-poolhouse-4602-3,Van welk materiaal wil je de nieuwe versie?,What material would you like for the new version?,,,,
q-tuinhuis-poolhouse-4603-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tuinhuis-poolhouse-4603-2,Hoe groot is het gebouw?,How large is the building?,,,,
q-tuinhuis-poolhouse-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-tuinonderhoud-4701-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tuinonderhoud-4701-2,Hoe groot is de tuin ongeveer?,What is the approximate size of the garden?,,,,
q-tuinonderhoud-4702-1,Hoe vaak wil je onderhoud?,How often would you like maintenance?,,,,
q-tuinonderhoud-4702-2,Wat moet er standaard gebeuren?,What should be part of the standard maintenance?,,,,
q-tuinonderhoud-4703-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-tuinonderhoud-4703-2,Hoe groot is het gazon ongeveer?,What is the approximate size of the lawn?,,,,
q-tuinonderhoud-4704-1,Wat moet er gesnoeid worden?,What needs to be pruned?,,,,
q-tuinonderhoud-4704-2,Hoeveel bomen of struiken gaat het om?,How many trees or shrubs are involved?,,,,
q-tuinonderhoud-4704-3,Moet het snoeiafval ook worden afgevoerd?,Should the pruning waste also be removed?,,,,
q-tuinonderhoud-root,Wat voor type tuinwerk zoek je?,What type of garden work are you looking for?,,,,
q-tuinpoorten-4801-1,Wat voor type poort wil je?,What type of gate would you like?,,,,
q-tuinpoorten-4801-2,Wil je een enkele of dubbele poort?,Would you like a single or double gate?,,,,
q-tuinpoorten-4801-3,Moet de poort voorzien worden van automatisering?,Should the gate be equipped with automation?,,,,
q-tuinpoorten-4802-1,Wat voor type poort wil je vervangen?,What type of gate would you like to replace?,,,,
q-tuinpoorten-4802-2,Waarom wil je vervangen?,Why do you want to replace it?,,,,
q-tuinpoorten-4802-3,Moet de oude poort verwijderd worden?,Should the old gate be removed?,,,,
q-tuinpoorten-4803-1,Wat is het probleem?,What is the problem?,,,,
q-tuinpoorten-4803-2,Hoe groot is de poort?,How large is the gate?,,,,
q-tuinpoorten-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-ventilatie-4901-1,Wat voor systeem wil je laten plaatsen?,What kind of system would you like to have installed?,,,,
q-ventilatie-4901-2,Voor welk type woning/gebouw?,For what type of home/building?,,,,
q-ventilatie-4901-3,Om hoeveel ruimtes gaat het?,How many rooms are involved?,,,,
q-ventilatie-4902-1,Wat wil je vervangen?,What would you like to replace?,,,,
q-ventilatie-4902-2,Waarom wil je vervangen?,Why do you want to replace it?,,,,
q-ventilatie-4902-3,Moet de oude installatie verwijderd worden?,Should the old installation be removed?,,,,
q-ventilatie-4903-1,Wat is het probleem?,What is the problem?,,,,
q-ventilatie-4903-2,Hoe oud is de installatie ongeveer?,Approximately how old is the installation?,,,,
q-ventilatie-4904-1,Wat wil je laten doen?,What would you like to have done?,,,,
q-ventilatie-4904-2,Hoe vaak wil je onderhoud?,How often would you like maintenance?,,,,
q-ventilatie-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-veranda-5001-1,Wat voor type veranda wil je?,What type of conservatory/veranda would you like?,,,,
q-veranda-5001-2,Van welk materiaal moet de veranda zijn?,What material should the conservatory be made of?,,,,
q-veranda-5001-3,Hoe groot moet de veranda ongeveer zijn?,Approximately how large should the conservatory be?,,,,
q-veranda-5002-1,Waarom wil je de veranda vervangen?,Why do you want to replace the conservatory?,,,,
q-veranda-5002-2,Moet de oude veranda verwijderd worden?,Should the old conservatory be removed?,,,,
q-veranda-5002-3,Wat voor nieuwe veranda wil je?,What type of new conservatory would you like?,,,,
q-veranda-5003-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-veranda-5003-2,Hoe groot is de veranda ongeveer?,Approximately how large is the conservatory?,,,,
q-veranda-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-verhuizer-5101-1,Wat voor type woning verhuis je?,What type of home are you moving from?,,,,
q-verhuizer-5101-2,Hoe groot is de verhuizing?,What is the scale of the move?,,,,
q-verhuizer-5101-3,Moet er ook een verhuislift geregeld worden?,Does a moving lift also need to be arranged?,,,,
q-verhuizer-5102-1,Wat voor type bedrijfspand gaat het om?,What type of commercial property is involved?,,,,
q-verhuizer-5102-2,Hoe groot is de verhuizing?,What is the scale of the move?,,,,
q-verhuizer-5102-3,Moet er ook IT-apparatuur gedemonteerd/ingericht worden?,Does IT equipment also need to be dismantled or set up?,,,,
q-verhuizer-5103-1,Naar welk land verhuis je?,To which country are you moving?,,,,
q-verhuizer-5103-2,Hoeveel spullen moeten verhuisd worden?,How many items/belongings need to be moved?,,,,
q-verhuizer-5103-3,Moet de verhuizer ook inklaring/administratie regelen?,Should the mover also handle customs clearance or administration?,,,,
q-verhuizer-5104-1,Welke extra diensten wil je?,Which additional services would you like?,,,,
q-verhuizer-5104-2,Hoeveel kamers/spullen gaat het om?,How many rooms or items are involved?,,,,
q-verhuizer-root,Wat voor type verhuisopdracht zoek je?,What type of moving project are you looking for?,,,,
q-verwarming-5201-1,Wat voor type verwarming wil je?,What type of heating would you like?,,,,
q-verwarming-5201-2,Voor welke ruimte(s)?,For which room(s)?,,,,
q-verwarming-5201-3,Heb je al een cv-ketel of warmtepomp?,Do you already have a central heating boiler or heat pump?,,,,
q-verwarming-5202-1,Wat wil je vervangen?,What would you like to replace?,,,,
q-verwarming-5202-2,Waarom wil je het vervangen?,Why do you want to replace it?,,,,
q-verwarming-5202-3,Moet de oude verwarming verwijderd worden?,Should the old heating system be removed?,,,,
q-verwarming-5203-1,Wat is het probleem?,What is the problem?,,,,
q-verwarming-5203-2,Om hoeveel radiatoren/ruimtes gaat het?,How many radiators or rooms are involved?,,,,
q-verwarming-5204-1,Wat wil je laten doen?,What would you like to have done?,,,,
q-verwarming-5204-2,Hoe vaak wil je onderhoud?,How often would you like maintenance?,,,,
q-verwarming-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-vloeren-5301-1,Wat voor type vloer wil je?,What type of flooring would you like?,,,,
q-vloeren-5301-2,Waar moet de vloer gelegd worden?,Where should the floor be installed?,,,,
q-vloeren-5301-3,Hoe groot is het oppervlak?,How large is the surface area?,,,,
q-vloeren-5302-1,Wat wil je vervangen?,What would you like to replace?,,,,
q-vloeren-5302-2,Moet de oude vloer verwijderd worden?,Should the old floor be removed?,,,,
q-vloeren-5302-3,Hoe groot is het oppervlak?,How large is the surface area?,,,,
q-vloeren-5303-1,Wat voor type vloer gaat het om?,What type of flooring is it?,,,,
q-vloeren-5303-2,Wat wil je laten doen?,What would you like to have done?,,,,
q-vloeren-5303-3,Hoe groot is het oppervlak?,How large is the surface area?,,,,
q-vloeren-5304-1,Wat is het probleem?,What is the problem?,,,,
q-vloeren-5304-2,Hoe groot is de schade?,How extensive is the damage?,,,,
q-vloeren-root,Wat voor type vloeropdracht zoek je?,What type of flooring project are you looking for?,,,,
q-vloerverwarming-5401-1,Wat voor type vloerverwarming wil je?,What type of underfloor heating would you like?,,,,
q-vloerverwarming-5401-2,Waar wil je vloerverwarming?,Where would you like the underfloor heating?,,,,
q-vloerverwarming-5401-3,Wat is het vloeroppervlak ongeveer?,What is the approximate floor surface area?,,,,
q-vloerverwarming-5402-1,Wat wil je vervangen?,What would you like to replace?,,,,
q-vloerverwarming-5402-2,Waarom wil je vervangen?,Why do you want to replace it?,,,,
q-vloerverwarming-5402-3,Moet de oude installatie verwijderd worden?,Should the old installation be removed?,,,,
q-vloerverwarming-5403-1,Wat is het probleem?,What is the problem?,,,,
q-vloerverwarming-5403-2,Hoe groot is het te repareren oppervlak?,How large is the area that needs to be repaired?,,,,
q-vloerverwarming-5404-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-vloerverwarming-5404-2,Hoe vaak wil je onderhoud?,How often would you like maintenance?,,,,
q-vloerverwarming-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-vochtbestrijding-5501-1,Wat is het probleem?,What is the problem?,,,,
q-vochtbestrijding-5501-2,Hoe groot is de kelder?,How large is the basement?,,,,
q-vochtbestrijding-5501-3,Moet de kelder ook waterdicht gemaakt worden?,Does the basement also need to be waterproofed?,,,,
q-vochtbestrijding-5502-1,Waar zit het probleem?,Where is the problem located?,,,,
q-vochtbestrijding-5502-2,Hoe groot is de vochtige plek?,How large is the damp area?,,,,
q-vochtbestrijding-5502-3,Is er al eerder iets geprobeerd tegen het vocht?,Has anything been tried before to address the moisture?,,,,
q-vochtbestrijding-5503-1,In welke ruimte heb je last van condens?,In which room are you experiencing condensation?,,,,
q-vochtbestrijding-5503-2,Hoe ernstig is het probleem?,How severe is the problem?,,,,
q-vochtbestrijding-5503-3,Heb je al ventilatie?,Do you already have ventilation?,,,,
