id,service_category_id,question_text_nl,question_text_en,question_type,is_root_question,parent_question_id,parent_option_id,order_index,is_required,placeholder_nl,placeholder_en,help_text_nl,help_text_en,is_active,created_at,updated_at,step_number,service_subcategory_id
q-dakramen-1302-3,13,Moet het oude raam ook verwijderd worden?,Should the old raam ook verwijderd worden?,radio,false,q-dakramen-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1302
q-dakramen-1303-1,13,Wat is het probleem?,Wat is het probleem?,radio,false,q-dakramen-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1303
q-dakramen-1303-2,13,Hoe oud is het raam ongeveer?,Hoe oud is het raam approximately?,radio,false,q-dakramen-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1303
q-dakramen-root,13,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-deuren-1401-1,14,Om wat voor type deur gaat het?,Om wat voor type deur gaat het?,radio,false,q-deuren-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1401
q-deuren-1401-2,14,Van welk materiaal moet de deur zijn?,Van welk materiaal moet de deur zijn?,radio,false,q-deuren-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1401
q-deuren-1401-3,14,Moet de deur ook geleverd worden of alleen geplaatst?,Should the deur ook geleverd worden of alleen geplaatst?,radio,false,q-deuren-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1401
q-deuren-1402-1,14,Om wat voor type deur gaat het?,Om wat voor type deur gaat het?,radio,false,q-deuren-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1402
q-deuren-1402-2,14,Waarom wil je de deur vervangen?,Why do you want to de deur replace?,radio,false,q-deuren-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1402
q-deuren-1402-3,14,Moet de oude deur ook verwijderd worden?,Should the old deur ook verwijderd worden?,radio,false,q-deuren-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1402
q-deuren-1403-1,14,Wat is het probleem?,Wat is het probleem?,radio,false,q-deuren-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1403
q-deuren-1403-2,14,Om wat voor type deur gaat het?,Om wat voor type deur gaat het?,radio,false,q-deuren-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1403
q-deuren-1404-1,14,Wat wil je laten doen?,What do you want have doen?,radio,false,q-deuren-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1404
q-deuren-1404-2,14,Om hoeveel deuren gaat het?,How many deuren gaat het?,radio,false,q-deuren-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1404
q-deuren-root,14,Wat voor type deuroplossing zoek je?,What type of deuroplossing are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-elektricien-1501-1,15,Voor welk type gebouw?,Voor welk type gebouw?,radio,false,q-elektricien-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1501
q-elektricien-1501-2,15,Wat moet er worden aangelegd?,Wat moet er worden aangelegd?,radio,false,q-elektricien-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1501
q-elektricien-1501-3,15,Heb je al een elektriciteitsplan?,Do you have al een elektriciteitsplan?,radio,false,q-elektricien-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1501
q-elektricien-1502-1,15,Wat wil je uitbreiden?,What do you want uitbreiden?,radio,false,q-elektricien-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1502
q-elektricien-1502-2,15,Hoeveel extra punten gaat het om?,How many extra punten gaat het om?,radio,false,q-elektricien-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1502
q-elektricien-1503-1,15,Wat is het probleem?,Wat is het probleem?,radio,false,q-elektricien-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1503
q-elektricien-1503-2,15,Hoe dringend is de reparatie?,Hoe dringend is de reparatie?,radio,false,q-elektricien-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1503
q-elektricien-1504-1,15,Waarvoor is de keuring nodig?,Waarvoor is de keuring nodig?,radio,false,q-elektricien-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1504
q-elektricien-1504-2,15,Moet er ook direct hersteld worden bij afkeur?,Should ook direct hersteld worden bij afkeur?,radio,false,q-elektricien-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1504
q-elektricien-root,15,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-garagepoorten-1601-1,16,Wat voor type garagepoort wil je?,What type of garagepoort wil je?,radio,false,q-garagepoorten-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1601
q-garagepoorten-1601-2,16,Met of zonder elektrische bediening?,Met of zonder elektrische bediening?,radio,false,q-garagepoorten-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1601
q-garagepoorten-1601-3,16,Hoe breed is de garageopening ongeveer?,Hoe breed is de garageopening approximately?,radio,false,q-garagepoorten-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1601
q-garagepoorten-1602-1,16,Waarom wil je de garagepoort vervangen?,Why do you want to de garagepoort replace?,radio,false,q-garagepoorten-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1602
q-garagepoorten-1602-2,16,Welk type poort wil je terugplaatsen?,Welk type poort wil je teruginstall?,radio,false,q-garagepoorten-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1602
q-garagepoorten-1602-3,16,Moet de oude poort verwijderd worden?,Should the old poort verwijderd worden?,radio,false,q-garagepoorten-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1602
q-garagepoorten-1603-1,16,Wat is het probleem?,Wat is het probleem?,radio,false,q-garagepoorten-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1603
q-garagepoorten-1603-2,16,Hoe oud is de garagepoort ongeveer?,Hoe oud is de garagepoort approximately?,radio,false,q-garagepoorten-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1603
q-garagepoorten-root,16,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-general-contact-company,,Bedrijfsnaam,Company name,text,true,q-general-request-type,opt-request-type-business,1,true,Bedrijfsnaam..,Company name..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-email,,E-mailadres,Email address,text,false,q-general-request-type,opt-request-type-private,4,true,E-mailadres..,Email address..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-email-business,,E-mailadres,Email address,text,false,q-general-request-type,opt-request-type-business,5,true,E-mailadres..,Email address..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-firstname,,Voornaam,First name,text,true,q-general-request-type,opt-request-type-private,1,true,Voornaam..,First name..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-firstname-business,,Voornaam,First name,text,false,q-general-request-type,opt-request-type-business,2,true,Voornaam..,First name..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-lastname,,Achternaam,Last name,text,false,q-general-request-type,opt-request-type-private,2,true,Achternaam..,Last name..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-lastname-business,,Achternaam,Last name,text,false,q-general-request-type,opt-request-type-business,3,true,Achternaam..,Last name..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-phone,,Telefoonnummer,Phone number,text,false,q-general-request-type,opt-request-type-private,3,true,Telefoonnummer..,Phone number..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-contact-phone-business,,Telefoonnummer,Phone number,text,false,q-general-request-type,opt-request-type-business,4,true,Telefoonnummer..,Phone number..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,7,
q-general-description,,Projectomschrijving,Project description,textarea,true,,,1,true,Geef een korte omschrijving van je project en ontvang nauwkeurigere offertes.,Briefly describe your project and receive more accurate quotes.,Geef een korte omschrijving van je project en ontvang nauwkeurigere offertes.,Briefly describe your project and receive more accurate quotes.,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,5,
q-general-execution-date,,Uitvoeringsdatum,Execution date,radio,true,,,1,true,,,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,3,
q-general-location-city,,Woonplaats / Stad,City,text,false,,,2,true,Woonplaats / Stad..,City..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,6,
q-general-location-number,,Nummer / Huisnummer,Number / House number,text,false,,,4,true,Nummer / Huisnummer..,Number / house number..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,6,
q-general-location-postcode,,Postcode,Postcode,text,true,,,1,true,Postcode..,Postcode..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,6,
q-general-location-street,,Straatnaam,Street name,text,false,,,3,true,Straatnaam..,Street name..,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,6,
q-general-photos,,Wil je foto's toevoegen?,Do you want to add photos?,radio,true,,,1,false,,,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,4,
q-general-request-type,,Soort aanvraag,Type of request,radio,true,,,1,true,,,,,true,2025-10-10 03:56:52.903222+00,2025-10-10 03:56:52.903222+00,2,
q-gevelwerken-1701-1,17,Wat voor soort gevel heb je?,What kind of soort gevel heb je?,radio,false,q-gevelwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1701
q-gevelwerken-1701-2,17,Hoe wil je de gevel laten reinigen?,Hoe wil je de gevel have reinigen?,radio,false,q-gevelwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1701
q-gevelwerken-1701-3,17,Hoe groot is de gevel ongeveer?,How large is de gevel approximately?,radio,false,q-gevelwerken-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1701
q-gevelwerken-1702-1,17,Wat moet er hersteld worden?,Wat moet er hersteld worden?,radio,false,q-gevelwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1702
q-gevelwerken-1702-2,17,Hoe groot is de schade?,How large is de schade?,radio,false,q-gevelwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1702
q-gevelwerken-1703-1,17,Met welk materiaal wil je de gevel bekleden?,Met welk materiaal wil je de gevel bekleden?,radio,false,q-gevelwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1703
q-gevelwerken-1703-2,17,Moet de gevel ook geïsoleerd worden?,Should the gevel ook geïsoleerd worden?,radio,false,q-gevelwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1703
q-gevelwerken-1703-3,17,Hoe groot is de gevel?,How large is de gevel?,radio,false,q-gevelwerken-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1703
q-gevelwerken-1704-1,17,Wat moet er gebeuren?,What needs to be done?,radio,false,q-gevelwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1704
q-gevelwerken-1704-2,17,Hoe groot is het oppervlak?,How large is het oppervlak?,radio,false,q-gevelwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1704
q-gevelwerken-root,17,Wat voor type gevelwerk zoek je?,What type of gevelwerk are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-glassetter-1801-1,18,Waar moet het glas geplaatst worden?,Where should the glass be installed?,radio,false,q-glassetter-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1801
q-glassetter-1801-2,18,Wat voor type glas wil je?,What type of glass do you want?,radio,false,q-glassetter-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1801
q-glassetter-1801-3,18,Hoeveel ruiten gaat het om?,How many panes does it concern?,radio,false,q-glassetter-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1801
q-glassetter-1802-1,18,Waarom wil je het glas vervangen?,Why do you want to replace the glass?,radio,false,q-glassetter-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1802
q-glassetter-1802-2,18,Welk type glas wil je laten plaatsen?,What type of glass do you want to install?,radio,false,q-glassetter-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1802
q-glassetter-1802-3,18,Moet het oude glas ook verwijderd worden?,Should the old glass also be removed?,radio,false,q-glassetter-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1802
q-glassetter-1803-1,18,Wat is het probleem?,What is the problem?,radio,false,q-glassetter-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1803
q-glassetter-1803-2,18,Hoeveel ruiten gaat het om?,How many panes does it concern?,radio,false,q-glassetter-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1803
q-glassetter-root,18,Wat voor type glasopdracht zoek je?,What type of glass project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-grondwerken-1901-1,19,Wat moet er uitgegraven of opgehoogd worden?,Wat moet er uitgegraven of opgehoogd worden?,radio,false,q-grondwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1901
q-grondwerken-1901-2,19,Hoe groot is het oppervlak?,How large is het oppervlak?,radio,false,q-grondwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1901
q-grondwerken-1901-3,19,Moet de grond ook afgevoerd worden?,Should the grond ook removed worden?,radio,false,q-grondwerken-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1901
q-grondwerken-1902-1,19,Voor welk project?,Voor welk project?,radio,false,q-grondwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1902
q-grondwerken-1902-2,19,Hoe groot is de fundering?,How large is de fundering?,radio,false,q-grondwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1902
q-grondwerken-1902-3,19,Moet er ook bekisting/beton gestort worden?,Should ook bekisting/beton gestort worden?,radio,false,q-grondwerken-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1902
q-grondwerken-1903-1,19,Voor welke leidingen?,Voor welke leidingen?,radio,false,q-grondwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1903
q-grondwerken-1903-2,19,Hoe lang moet er gegraven worden?,How long moet er gegraven worden?,radio,false,q-grondwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1903
q-grondwerken-1903-3,19,Moet de sleuf weer dichtgemaakt worden?,Should the sleuf weer dichtgemaakt worden?,radio,false,q-grondwerken-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1903
q-grondwerken-1904-1,19,Waar moet het terrein geëgaliseerd worden?,Where should het terrein geëgaliseerd worden?,radio,false,q-grondwerken-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1904
q-grondwerken-1904-2,19,Hoe groot is het terrein?,How large is het terrein?,radio,false,q-grondwerken-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,1904
q-grondwerken-root,19,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-gyproc-plafonds-2001-1,20,Waar wil je nieuwe wanden plaatsen?,Waar wil je nieuwe wanden install?,radio,false,q-gyproc-plafonds-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2001
q-gyproc-plafonds-2001-2,20,Moeten de wanden geluids- of warmte-isolerend zijn?,Moeten de wanden geluids- of warmte-isolerend zijn?,radio,false,q-gyproc-plafonds-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2001
q-gyproc-plafonds-2001-3,20,Hoe groot is de wand (in m²) ongeveer?,How large is de wand (in m²) approximately?,radio,false,q-gyproc-plafonds-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2001
q-gyproc-plafonds-2002-1,20,Waar moet het plafond komen?,Where should het plafond komen?,radio,false,q-gyproc-plafonds-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2002
q-gyproc-plafonds-2002-2,20,Wat voor type plafond wil je?,What type of plafond wil je?,radio,false,q-gyproc-plafonds-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2002
q-gyproc-plafonds-2002-3,20,Moet er ook verlichting geïntegreerd worden?,Should ook verlichting geïntegreerd worden?,radio,false,q-gyproc-plafonds-root,,3,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2002
q-gyproc-plafonds-2003-1,20,Wat voor afwerking wil je?,What kind of afwerking wil je?,radio,false,q-gyproc-plafonds-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2003
q-gyproc-plafonds-2003-2,20,Hoe groot is de oppervlakte ongeveer?,How large is de oppervlakte approximately?,radio,false,q-gyproc-plafonds-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2003
q-gyproc-plafonds-2004-1,20,Wat is het probleem?,Wat is het probleem?,radio,false,q-gyproc-plafonds-root,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2004
q-gyproc-plafonds-2004-2,20,Hoe groot is de schade?,How large is de schade?,radio,false,q-gyproc-plafonds-root,,2,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,2004
q-gyproc-plafonds-root,20,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:11:07.767635+00,2026-01-15 12:11:07.767635+00,1,
q-haard-2101-1,21,Wat voor type haard wil je?,What type of haard wil je?,radio,false,q-haard-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2101
q-haard-2101-2,21,Waar moet de haard komen?,Where should de haard komen?,radio,false,q-haard-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2101
q-haard-2101-3,21,Moet er ook een rookkanaal aangelegd worden?,Should ook een rookkanaal aangelegd worden?,radio,false,q-haard-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2101
q-haard-2102-1,21,Wat wil je vervangen?,What do you want replace?,radio,false,q-haard-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2102
q-haard-2102-2,21,Waarom wil je vervangen?,Why do you want to replace?,radio,false,q-haard-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2102
q-haard-2102-3,21,Moet de oude haard verwijderd worden?,Should the old haard verwijderd worden?,radio,false,q-haard-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2102
q-haard-2103-1,21,Wat is het probleem?,Wat is het probleem?,radio,false,q-haard-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2103
q-haard-2103-2,21,Hoe oud is de haard ongeveer?,Hoe oud is de haard approximately?,radio,false,q-haard-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2103
q-haard-2104-1,21,Wat wil je laten doen?,What do you want have doen?,radio,false,q-haard-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2104
q-haard-2104-2,21,Om wat voor haard gaat het?,Om wat voor haard gaat het?,radio,false,q-haard-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2104
q-haard-root,21,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-hekwerken-2201-1,22,Wat voor type hekwerk wil je?,What type of hekwerk wil je?,radio,false,q-hekwerken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2201
q-hekwerken-2201-2,22,Hoe hoog moet het hekwerk zijn?,How high moet het hekwerk zijn?,radio,false,q-hekwerken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2201
q-hekwerken-2201-3,22,Hoe lang moet het hekwerk zijn?,How long moet het hekwerk zijn?,radio,false,q-hekwerken-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2201
q-hekwerken-2202-1,22,Wat voor type hekwerk wil je vervangen?,What type of hekwerk wil je replace?,radio,false,q-hekwerken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2202
q-hekwerken-2202-2,22,Waarom wil je vervangen?,Why do you want to replace?,radio,false,q-hekwerken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2202
q-hekwerken-2202-3,22,Moet het oude hekwerk verwijderd worden?,Should the old hekwerk verwijderd worden?,radio,false,q-hekwerken-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2202
q-hekwerken-2203-1,22,Wat is het probleem?,Wat is het probleem?,radio,false,q-hekwerken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2203
q-hekwerken-2203-2,22,Hoe groot is de schade?,How large is de schade?,radio,false,q-hekwerken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2203
q-hekwerken-root,22,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-interieur-2301-1,23,Om welke ruimtes gaat het?,Om welke ruimtes gaat het?,radio,false,q-interieur-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2301
q-interieur-2301-2,23,Wat is je belangrijkste doel?,Wat is je belangrijkste doel?,radio,false,q-interieur-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2301
q-interieur-2302-1,23,Voor welk type woning?,Voor welk type woning?,radio,false,q-interieur-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2302
q-interieur-2302-2,23,Wil je ook begeleiding tijdens de uitvoering?,Wil je ook begeleiding tijdens de uitvoering?,radio,false,q-interieur-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2302
q-interieur-2302-3,23,Heb je een voorkeur voor stijl?,Do you have een voorkeur voor stijl?,radio,false,q-interieur-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2302
q-interieur-2303-1,23,Om wat voor meubel gaat het?,Om wat voor meubel gaat het?,radio,false,q-interieur-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2303
q-interieur-2303-2,23,Waar moet het meubel komen?,Where should het meubel komen?,radio,false,q-interieur-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2303
q-interieur-2304-1,23,Voor welke ruimte wil je advies?,Voor welke ruimte wil je advies?,radio,false,q-interieur-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2304
q-interieur-2304-2,23,Wat is je doel?,Wat is je doel?,radio,false,q-interieur-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2304
q-interieur-2305-1,23,Voor welke ruimte(s) heb je een lichtplan nodig?,Voor welke ruimte(s) heb je een lichtplan nodig?,radio,false,q-interieur-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2305
q-interieur-2305-2,23,Wil je ook installatie laten uitvoeren?,Wil je ook installatie have uitvoeren?,radio,false,q-interieur-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2305
q-interieur-root,23,Wat voor type interieur-opdracht zoek je?,What type of interieur-project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-isolatie-2401-1,24,Wat voor woning heb je?,What kind of woning heb je?,radio,false,q-isolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2401
