id,slug,name_nl,name_en,description_nl,description_en,price_particulier,price_zakelijk,icon_url,sort_order,is_active,created_at,updated_at,service_category_id
1301,dakramen-nieuw-dakraam-plaatsen,Nieuw dakraam plaatsen,Install new roof window,"Nieuw dakraam plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new roof window includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",30.00,42.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,13
1302,dakramen-bestaand-dakraam-vervangen,Bestaand dakraam vervangen,Replace existing roof window,"Bestaand dakraam vervangen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Replace existing roof window includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",25.00,35.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,13
1303,dakramen-dakraam-repareren,Dakraam repareren,Repair roof window,"Dakraam repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair roof window includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,13
1401,deuren-nieuwe-deur-plaatsen,Nieuwe deur plaatsen,Install new door,"Nieuwe deur plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,14
1402,deuren-bestaande-deur-vervangen,Bestaande deur vervangen,Replace existing door,"Bestaande deur vervangen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Replace existing door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",16.00,22.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,14
1403,deuren-deur-repareren,Deur repareren,Repair door,"Deur repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,14
1404,deuren-deur-renoveren-afwerken,Deur renoveren / afwerken,Renovate / finish door,"Deur renoveren / afwerken omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Renovate / finish door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,14
1501,elektricien-nieuwe-elektriciteit-aanleggen,Nieuwe elektriciteit aanleggen,Install new electrical,"Nieuwe elektriciteit aanleggen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new electrical includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,15
1502,elektricien-elektriciteit-uitbreiden,Elektriciteit uitbreiden,Expand electrical,"Elektriciteit uitbreiden omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Expand electrical includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,15
1503,elektricien-elektriciteit-repareren,Elektriciteit repareren,Repair electrical,"Elektriciteit repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair electrical includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",20.00,28.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,15
1504,elektricien-keuring-en-onderhoud,Keuring en onderhoud,Inspection and maintenance,"Keuring en onderhoud omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Inspection and maintenance includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,15
1601,garagepoorten-nieuwe-garagepoort-plaatsen,Nieuwe garagepoort plaatsen,Install new garage door,"Nieuwe garagepoort plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new garage door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",35.00,48.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,16
1602,garagepoorten-garagepoort-vervangen,Garagepoort vervangen,Replace garage door,"Garagepoort vervangen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Replace garage door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,16
1603,garagepoorten-garagepoort-repareren,Garagepoort repareren,Repair garage door,"Garagepoort repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair garage door includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",20.00,30.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,16
1701,gevelwerken-gevel-reinigen,Gevel reinigen,Clean facade,"Gevel reinigen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Clean facade includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",20.00,30.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,17
1702,gevelwerken-gevel-herstellen,Gevel herstellen,Repair facade,"Gevel herstellen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair facade includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,17
1703,gevelwerken-gevel-bekleden,Gevel bekleden,Facade cladding,"Gevel bekleden omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Facade cladding includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",25.00,35.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,17
1704,gevelwerken-gevel-voegen-hervoegen,Gevel voegen / hervoegen,Facade pointing / repointing,"Gevel voegen / hervoegen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Facade pointing / repointing includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,17
1801,glassetter-nieuw-glas-plaatsen,Nieuw glas plaatsen,Install new glass,"Nieuw glas plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new glass includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,18
1802,glassetter-glas-vervangen,Glas vervangen,Replace glass,"Glas vervangen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Replace glass includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",16.00,22.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,18
1803,glassetter-glas-repareren,Glas repareren,Repair glass,"Glas repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair glass includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,18
1901,grondwerken-uitgraven-ophogen,Uitgraven / ophogen,Excavate / raise,"Uitgraven / ophogen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Excavate / raise includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,19
1902,grondwerken-fundering-voorbereiden,Fundering voorbereiden,Prepare foundation,"Fundering voorbereiden omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Prepare foundation includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",38.00,50.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,19
1903,grondwerken-graafwerken-voor-leidingen,Graafwerken voor leidingen,Excavation for pipes,"Graafwerken voor leidingen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Excavation for pipes includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,19
1904,grondwerken-egaliseren-van-terrein,Egaliseren van terrein,Level terrain,"Egaliseren van terrein omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Level terrain includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",45.00,65.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,19
2001,gyproc-plafonds-nieuwe-wanden-plaatsen,Nieuwe wanden plaatsen,Install new walls,"Nieuwe wanden plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new walls includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",20.00,30.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,20
2002,gyproc-plafonds-plafond-verlagenplaatsen,Plafond verlagen/plaatsen,Lower/install ceiling,"Plafond verlagen/plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Lower/install ceiling includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,20
2003,gyproc-plafonds-wandenplafonds-afwerken,Wanden/plafonds afwerken,Finish walls/ceilings,"Wanden/plafonds afwerken omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Finish walls/ceilings includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",15.00,22.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,20
2004,gyproc-plafonds-reparatie-gipsplaten,Reparatie gipsplaten,Repair drywall,"Reparatie gipsplaten omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair drywall includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",15.00,22.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,20
2101,haard-nieuwe-haard-plaatsen,Nieuwe haard plaatsen,Install new fireplace,"Nieuwe haard plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new fireplace includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",30.00,42.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,21
